id|acronym|title|startDate|endDate|totalCost|legalBasis|topics|masterCall|subCall|fundingScheme|objective|grantDoi|cluster
101132586|MTSS-K|Early identification and remediation of literacy, numeracy, and social-emotional difficulties in kindergarten: an examination of the efficacy of a multi-tiered system of support (MTSS)|2024-01-01|2027-12-31|2998188,75|HORIZON.2.2|HORIZON-CL2-2023-TRANSFORMATIONS-01-05|HORIZON-CL2-2023-TRANSFORMATIONS-01|HORIZON-CL2-2023-TRANSFORMATIONS-01|HORIZON-RIA|Quality education for all is one of the EU’s top priorities. However, several European education systems are regularly pointed out as being underperforming, inequitable or segregated. The core objective of the 4-year MTSS-K project is to adapt, implement and assess the effectiveness and efficiency of a promising American educational approach for kindergarten in five European countries. The so-called Multi-Tiered System of Support (MTSS) aims at reducing inequalities by training teachers to improve the socio-emotional, literacy and numeracy skills of all students and more particularly of the most vulnerable ones. This model calls to adopt evidence-based teaching practices and to regularly and monitor students’ progress on the basis of objective data (Tier 1); to provide early and more intensive group interventions to students who do not progress as expected (Tier 2); and to provide even more intensive interventions to students who continue to need it (Tier 3). This model has been shown to improve equal opportunities of school success and inclusion by significantly diminishing the number of students with learning and behavior difficulties and referred to special education services. However, data is missing as regards comprehensive implementation of this model, its efficacy in kindergarten, its applicability in the European educative systems, and the cost-benefit ratio of this measure. In addition to fill these gaps, the MTSS-K project also aims at making accessible for stakeholders, schools and teachers on a dedicated free-access website evidence-based syntheses, intervention tools, and skills’ assessment instruments developed for the study, to disseminate the results and data in the perspective of the open-science framework, and to make policy recommendations for EU and national authorities.|10.3030/101132586|Cluster 2
101135431|CRYSALIS|Cryogenic storage and refuelling in space|2024-01-01|2028-06-30|7430993,75|HORIZON.2.4|HORIZON-CL4-2023-SPACE-01-22|HORIZON-CL4-2023-SPACE-01|HORIZON-CL4-2023-SPACE-01|HORIZON-RIA|To move away from the dependence on hydrazine for space propulsion, greener alternatives must be sought. Cryogenic propellant combinations such as oxygen / methane offer higher specific impulses than storable combinations, but their low saturation temperatures raise additional challenges with respect to preventing their evaporation during long-term storage. While the ability to refuel craft with cryogenic propellants would allow for longer-term manned missions to Mars and the Moon, as well as aid in the improvement of in-space sustainability, preventing the evaporation of the propellants during the transfer process also poses challenges. As of today, neither long-term storage nor refuelling with cryogenic propellants has been demonstrated in-orbit. CRYSALIS will develop and mature the technologies needed for the management of cryogenic propellant for future space transportation and in-orbit servicing activities. This maturation will include performing a small-scale in-orbit demonstration to mature those whose performance can only be characterised in a microgravity environment. This will be a closed-system demonstrator flown on-board the Nyx capsule, which will aim to not only demonstrate the feasibility of such processes but will aim to improve the understanding of the behaviour of such propellants under microgravity, allowing for development of future systems. These technologies will aid in ensuring the independent access of the EU to space, in particular to manned and heavy missions beyond GEO and LEO, by supporting the development of a logistical network of craft, depots, and hubs, required for cis-lunar and future Martian missions.|10.3030/101135431|Cluster 4
101177798|CISMA|CiSMA: Circular Steel for Mass Market Applications|2024-11-01|2028-04-30|4380528,5|HORIZON.2.4|HORIZON-CL4-2024-TWIN-TRANSITION-01-46|HORIZON-CL4-2024-TWIN-TRANSITION-01|HORIZON-CL4-2024-TWIN-TRANSITION-01|HORIZON-RIA|Scrap-based production of Steel using Electric Arc Furnace (EAF) with possibility of 100 % scrap charges, offers a Circular Economy-based solution to reduce CO2 emissions when compared to the integrated Blast Furnace (BF) + Basic Oxygen Furnace (BOF) route (1.81 tCO2/tsteel for BOF vs 0.23tCO2/tsteel for EAF). However, EAF production of sheet steel is currently not a reality due to the effect of undesired residual elements in the scrap.The aim of CiSMA is to introduce scrap-based EAF steel products into mass-market sheet metal consumer goods with high-quality requirements, currently served with BOF steel (96 % of the market).First, by generating fundamental knowledge on how residual elements, and Copper in particular, interact with sheet Steel and its performance. This will be done combining state-of-the-art methodologies with specialized resources, such as Synchrotron, to design Steel grades and determine safe residual thresholds.Next, scrap as a raw material will be studied together with methodologies to improve its quality and maximize the use of low-quality scrap, through the use of techniques that separate undesired inclusions from the main stream of steel.Finally, by generating a toolbox of enabling technologies to introduce recycled sheet metal in the industry: 1) fast characterization tests for quality control, 2) online test methodologies that can be applied in the press floor, and 3) the development of Machine Learning-enhanced Finite Element Modelling and Digital Twin that allow adapting production processes to feedstock with high variability.These developments will be showcased in applying four steel compositions into two pilot trials for mass-market applications: automotive and white goods. These trials will ensure that the material and production route developed can be readily accepted by the market, demonstrate the developed toolset of enabling technologies, and quantify the environmental improvements achieved compare to the current product.|10.3030/101177798|Cluster 4
101192598|UNIC|Understanding Non-CO2 Impact for deCarbonized aviation|2025-02-01|2029-01-31|4533939|HORIZON.2.5|HORIZON-CL5-2024-D5-01-07|HORIZON-CL5-2024-D5-01|HORIZON-CL5-2024-D5-01|HORIZON-RIA|"""The UNIC proposal, under the """"Accelerating climate neutral aviation, minimizing non-CO2 emissions"""" call, will enhance scientific understanding and mitigate the impact of non-CO2 aviation emissions which emminate from both combustor and oil lubrication vent. UNIC’s objectives are to improve non-CO2 emission measurements, including nitrogen oxides and volatile and non-volatile particulate matter,  across all flight phases. This will improve the understanding of the impact of alternative fuels (SAF and H2) on non-CO2 aged emissions and refine aerosol-cloud interaction models whilst providing robust data to support future aviation policy decisions.To achieve these objectives, UNIC will develop and enhance novel technologies including a cold oxidation flow reactor and an integrated on-board sensor for real-time CO2 and non-CO2 emission quantification across the entire flight envelope, including cruise. UNIC will conduct extensive laboratory, combustor, engine and flight tests using both conventional and alternative fuels. These extensive tests will go beyond certification testing to provide a comprehensive assessment of pollutantes that impact climate. They will include particle size distributions down to 1 nm , gas- and particle-phase chemical composition, charged particle/ion concentration and ice nucleation potential of emissions, including those of lubrication oil. The project will leverage advanced modelling techniques to simulate the interactions of emissions with clouds to improve assessment of their radiative forcing impact more accurately.UNIC aligns with the Horizon work programme by addressing urgent needs in aviation emission science and regulation, providing data that supports the development of effective emission reduction strategies. The proposal's relevance is underscored by its potential to guide regulatory frameworks and contribute to the broader goal of reducing aviation's climate impact, ensuring it supports sustainable development in the sector."""|10.3030/101192598|Cluster 5
101095433|INTERCEPT-T2D|Early Interception of Inflammatory-mediated Type 2 Diabetes|2023-01-01|2027-12-31|8090972,75|HORIZON.2.1|HORIZON-HLTH-2022-STAYHLTH-02-01|HORIZON-HLTH-2022-STAYHLTH-02|HORIZON-HLTH-2022-STAYHLTH-02|HORIZON-RIA|The overall concept of INTERCEPT-T2D is to establish whether an inflammatory-mediated profile contributes to the onset of Type 2 Diabetes (T2D) complications, thus enabling the identification of patients most at risk of complications and the design of personalized prevention measures.T2D is a heterogeneous disease, which is an obstacle to the delivery of an optimal tailored treatment. Consequently, patients’ individual trajectories of progressive hyperglycemia and risk of chronic complications are so far difficult to predict. In this context, onset of diabetic complications represents the most important transitional phase of T2D development toward premature disability and mortality. Chronic systemic inflammation has been suggested to be a major contributor to the onset and progression of T2D complications. INTERCEPT-T2D will bring a new and clinically relevant dimension in T2D care considering at diagnosis inflammatory parameters that are of importance for the transition to T2D-related complications. The combination of state-of-the-art genomics and cell-biology technologies with targeted clinical interventions should lead to potent patients’ stratification. It should allow the identification and prognosis of a novel class or subclass of patients characterized by an “Inflammatory-mediated T2D” endotype. The project has access to the best-documented longitudinal human European cohorts of patients with T2D, with reliable clinical and biological data allowing to trace the transition and evolution towards organ complications. This, added to the exploitation of an extensive health data warehouse, will enable us to establish the inflammatory trajectory of citizens with T2D from diagnosis to the development of complications. To explore the ability to prevent the transition phase of T2D towards organ complications, INTERCEPT-T2D will conduct a phase II clinical trial with an anti-inflammatory therapy targeting NLRP3 Inflammasome activity in patients with T2D.|10.3030/101095433|Cluster Health
101135316|SENSOTERIC|Smart Sensor Analog Front-End powered by Emerging Reconfigurable Devices|2024-01-01|2027-12-31|3913573,75|HORIZON.2.4|HORIZON-CL4-2023-DIGITAL-EMERGING-01-11|HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT|HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT|HORIZON-RIA|Our main objective is the development of a reconfigurable platform to accommodate both for a generic sensor interface as well as a dedicated sensor transducer element. The tunable analog front-end (AFE) interface should be enabled at the fine-grain level by emerging reconfigurable field effect transistor (RFET) and negative differential resistance (NDR) transistor technologies that provide co-integration capabilities with European 22nm CMOS processing technologies allowing for a More-than-Moore sensor technology approach. Being doping-free these two key enabling technologies provide a high potential gain for a large variety of sensor system requiring a low 1/f noise behavior ranging from solid-state sensors, such as photodiodes, to environmental monitoring for the automotive market, and physiological signal monitoring, such as cancer detection. Having naturally un-gated channel areas, reconfigurable field effect transistors are the perfect target vehicle for functionalized surfaces, e.g. for the detection of colorectal cancer (CRC) biomarkers, serving as a Reconfigurable Sensor Transducer (RST) for the healthcare sector. Together with the AFE, these transducers can be integrated into a CMOS as a use-case demonstration of the flexible platform. To sum up, in SENSOTERIC we will investigate smart sensing solutions in environmental monitoring and healthcare, where both the RST and the AFE utilize the capabilities of emerging RFET and NDR key enabling technologies.|10.3030/101135316|Cluster 4
101138305|FALCON|Foreseeing the next generation of Aircraft: hybrid approach using Lattice-boltzmann, experiments and modelling to optimize fluid/struCture interactiONs|2024-01-01|2027-12-31|4923470,5|HORIZON.2.5|HORIZON-CL5-2023-D5-01-09|HORIZON-CL5-2023-D5-01|HORIZON-CL5-2023-D5-01|HORIZON-RIA|Direct aviation emissions accounted for 3.8% of total CO2 emissions and 13.9% of the emissions from transport in the EU in 2017, making it the second biggest source of greenhouse gas emissions after road transport. In addition, the growing amount of air traffic means that many EU citizens are still exposed to high noise levels. Intensified research and innovation activities are therefore needed to reduce all aviation impacts and emissions (CO2 and non-CO2, noise, manufacturing) for the EU to reach its policy goals towards a net-zero greenhouse gas emissions by 2050. One of the main levers to decrease CO2 emissions is to reduce the airframe structural weight. As an answer, FALCON’s ambition is to enhance the design capabilities of the European industrial aircraft sector, focusing on fluid-structure interaction (FSI) phenomena to improve the aerodynamic performances of aircraft (unsteady loads). Specifically, FALCON aims to develop high-performance, predictive and multi-disciplinary tools for FSI in aeronautics, in order to reduce the aeroacoustics and aeroelastic instabilities using multi-fidelity optimization. This will also benefit to specific noise emissions generated by flexible and mobile airframe structures when exposed to both low and high-speed fluid flows.To achieve its ambitious goal, FALCON assembles a unique interdisciplinary environment of fifteen public and private institutions and their affiliated entities (from renowned research institutions to SMEs and aircraft high-tier suppliers and integrators) to cover all the required scientific and know-how expertise. Building upon three industrial testcases and tight links with key European partnerships such as Clean Aviation, FALCON delineates a high-impact/low-risk proposal that will significantly contribute to the digital transformation of the European aircraft supply chain.|10.3030/101138305|Cluster 5
101189970|HALLOA|Hybrid Amplifier Laser for Lidar OperAtions|2025-01-01|2027-12-31|0|HORIZON.2.4|HORIZON-CL4-2024-SPACE-01-73|HORIZON-CL4-2024-SPACE-01|HORIZON-CL4-2024-SPACE-01|HORIZON-RIA|Lidar is a high-performance system for monitoring greenhouse gas emissions from space at a global scale. However, this type of instrument generally includes a complex laser system which has led in the past to significant delays of several European payloads (e.g. ADM-Aeolus, EarthCARE or MERLIN). HALLOA targets the development of a hybrid laser architecture, less complex than current free-space lasers, for greenhouse gas monitoring by Lidar. This laser architecture combines the advantages of fiber-based systems (compact and alignment-free) with those of free-space direct generation systems (high power). This development aims to reach the genuine optical performance for Lidar CO2/H2O monitoring from space and, for independency purpose, to use EU-only components/sub-systems. HALLOA will:1- Develop new EU industrial capabilities and reach EU independency for two key critical sub-systems of the hybrid laser: the 2,05 µm pulsed fiber amplifier and the high-power laser diode at 793 nm2- Space qualify to TRL6, the pulsed fiber amplifier at 2.05µm and the high-power laser pump diode at 793 nm3- Demonstrate experimentally that a complete hybrid laser system, built with EU-only components/sub-systems, can meet the space-mission requirements for Lidar CO2/H2O monitoring.Finally, HALLOA will provide a technical roadmap to establish a European supply chain for the 2µm hybrid-laser system for Lidar application, including a business plan for commercial exploitation of the pulsed fiber amplifier at 2µm and a strategy for space mission insertion.The project involves 6 entities, including 3 non-profit research entities (ONERA, LMD, LZH), 2 industry key-players (KEOPSYS, LPI) and 1 SME (ERDYN). It will pave the way for building a cutting-edge and competitive European supply-chain. The TRL6 demonstration of a hybrid laser system in the eye-safe region for Lidar CO2 measurements will represent a major step forward for EU technological independence in this domain.|10.3030/101189970|Cluster 4
101135546|MaMMoS|MAgnetic Multiscale MOdelling Suite|2024-01-01|2027-12-31|6774823,75|HORIZON.2.4|HORIZON-CL4-2023-DIGITAL-EMERGING-01-12|HORIZON-CL4-2023-DIGITAL-EMERGING-01|HORIZON-CL4-2023-DIGITAL-EMERGING-01|HORIZON-RIA|Magnetic materials are essential for many applications in energy, information, and communication technologies. However, the complex phenomena at different length and time scales often limit the development of new magnetic materials and devices. The goal of this project is to develop a magnetic multiscale modeling suite that will allow the design and optimisation of magnetic materials and devices based on multiscale modelling, characterisation, and numerical optimisation. To achieve interoperability between software and analysis tools, we will establish a domain ontology for magnetic materials. We will collaborate with EU magnet industry to create standards for linking simulation software for magnetic materials from first principles simulations and micromagnetics to device level simulators. MaMMoS will use artificial intelligence (AI) to fuse modeling and characterization data. AI methods will identify and correct systematic errors in the simulation data, enabling more accurate predictions. Moreover, AI models can fill gaps where measurements are not available. AI models can also serve as a surrogate in multi-objective optimisation. Optimisation will guide further experiments or simulations, reducing the development time. In MaMMoS, we will apply this approach to speed up the development of permanent magnets with reduced critical elements for electric machines and to optimise the layout of magnetic field sensors for high linearity range. The MaMMoS software will be validated against benchmarks defined according to the industrial requirements for electric machine and sensor design. The multiscale magnetic materials modeling suite will be made open source to enable easy access to high-end simulation tools. Interoperability will facilitate data sharing and reuse among researchers and industries. Interpretable machine learning will reveal insights into the physics and chemistry of magnetic materials and guide the discovery of new materials for the European green deal.|10.3030/101135546|Cluster 4
101178914|Pluridentities|Protecting and stimulating plurilingual identities in learners in Europe via inclusive policies and classroom practices|2024-11-01|2028-10-31|2695006,25|HORIZON.2.2|HORIZON-CL2-2024-HERITAGE-01-05|HORIZON-CL2-2024-HERITAGE-01|HORIZON-CL2-2024-HERITAGE-01|HORIZON-RIA|The linguistic capital of Europe forms an important part of the EU-identity, yet there are a number of challenges that threaten this capital. In this project, the focus will be on problems that affect and can be effected by education only. The rise of English as lingua franca caused other languages to be pushed to the sidelines, leading to situations where pupils are less or even not motivated to learn other languages besides English even if it concerns an official national language of their country. Although multilingual programs like Content and Language Integrated Learning can affect these attitudes, the large majority of these kind of programs also use English as target language, which does not increase the proficiency in other (foreign) languages. A second threat to the linguistic capital has to do with the protection of heritage languages, where we see that the linguistic capital of EU-citizens more and more includes non-EU languages. In schools, homelanguages are often rejected and usage of them is sometimes even punished, leading pupils who are ashamed of their linguistic capital and have a lower sense of belonging.  The increasing popularity of new technologies like ChatGPT and machine translation also threatens to acquisition of languages, as pupils do not feel the need to learn languages any more. At the same time, these new technologies offer many opportunities for teachers in their classrooms. All these treats can be managed via good evidence-based policies at different governance levels and by ensuring teachers receive sufficient training and inspiration on how to accept and stimulate the linguistic capital of pupils. This will be done in this project via intense collaboration with stakeholders at different levels, to ensure that sustainable guidelines, policies and practices can be implemented.|10.3030/101178914|Cluster 2
101178306|INNOVADE|INNOVAtive DEmocracy through digitalisation|2025-01-01|2027-12-31|2976860|HORIZON.2.2|HORIZON-CL2-2024-DEMOCRACY-01-07|HORIZON-CL2-2024-DEMOCRACY-01|HORIZON-CL2-2024-DEMOCRACY-01|HORIZON-RIA|Digital transformation of democracy has become an irreversible process. Yet, digital democracy platforms bear risks and challenges. INNOVADE's ambitious and disruptive results will drive transformation in how democracy and civic participation are facilitated by advanced digital technologies, while ensuring equal participation irrespective of socio-economic background and other factors. By fostering a thriving digitally enhanced public sphere, INNOVADE contributes to policymakers, citizens and researchers' better understanding of digital democracy dynamics. Leveraging existing knowledge, INNOVADE investigates recent developments in e-participation solutions. Through historical analysis and transnational cooperation, INNOVADE delves into the wide and long-term impacts and provide scalable and replicable solutions for e-participation. To advance digital democracy, INNOVADE will a) build an interdisciplinary knowledge base on digital democracy to improve knowledge on the current state of the art, future trends, and emerging next practices; b) help decisionmakers better understand frameworks, structures and settings required for inclusive digital governance; c) provide a toolkit that allows governments to make informed decisions on how to advance the transition to optimum digital democracies; d) build a “Digital Democracy App” in conformance with the principles of data protection, data security, and ethics; and finally e) develop a conceptual framework, platform and the educational materials needed for democratising access to digital tools for citizens across different backgrounds. The project’s co-operation with public administrations, citizens, civil society, and the private sector will ensure dialogue and foster impact. Over the longer term, the project will contribute to strengthening democratic governance, improving the accountability, transparency, efficacy, and trustworthiness of governments, and expanding active and inclusive citizenship.|10.3030/101178306|Cluster 2
101136670|GLIOMATCH|The malignant Glioma immuno-oncology matchmaker: towards data-driven precision medicine using spatially resolved radio-multiomics|2024-01-01|2028-12-31|11389958,75|HORIZON.2.1|HORIZON-MISS-2023-CANCER-01-01|HORIZON-MISS-2023-CANCER-01|HORIZON-MISS-2023-CANCER-01|HORIZON-RIA|"""Adult and paediatric malignant glioma (GBM and pHGG) remain among the most difficult-to-treat cancers with 5-year survival rates of <5% despite intensive standard-of-care therapy. The differences among patients and the heterogeneous and plastic nature of each individual tumour have resulted in all therapeutic clinical trials failing during the past 20 years. Recently, immunotherapy has been showing great promise, but only in subsets of patients. Identifying those patients cannot be done a priori as biomarkers are still largely missing, nor are we able to follow-up on therapeutic efficacy when patients get treated. The GLIOMATCH project aims at improving the clinical outcome of GBM/pHGG patients by enabling immunology-based patient stratification to empower personalised matching of appropriate immunotherapy, while improving follow-up of clinical responses to existing/novel therapeutics. This will be achieved by integrating spatially resolved, multi-layered tissue maps (using integrated single-cell multiomics), with non-invasive MRI images. This integration will fuel into a novel MRI Radio-multiomics hub, that will be made available to clinical professionals through which they can perform tumour-host based patient stratification and personalised therapy matching while interpreting longitudinal follow-up and treatment efficacy. The proposed data-driven models will be developed by analysing the largest cohort of immuno-oncology (I/O) treated GBM/pHGG patients (n>300, including pre-post treatment samples) with matched controls (n>300) and exceptionally long-term surviving GBM patients (n~140), in which various tumour-host niches will be studied in how they respond to I/O perturbations and lead to improved clinical outcome. This will be empowered by deploying an UNCAN-compatible data lake, to which incremental data collection will be used to further refine the machine learning models, while proposing novel treatment options. This action is part of the Cancer Mission cluster of projects on “Understanding (tumour-host interactions)""""."""|10.3030/101136670|Cluster MISS
101137459|Yellow4FLAVI|Deconstructing the protective immunity of yellow fever virus 17D to inform flavivirus vaccine design|2024-01-01|2028-12-31|7951515,75|HORIZON.2.1|HORIZON-HLTH-2023-DISEASE-03-17|HORIZON-HLTH-2023-DISEASE-03|HORIZON-HLTH-2023-DISEASE-03|HORIZON-RIA|While endemic to the tropics, flaviviruses like Zika, dengue, West Nile or yellow fever virus are re-emerging pathogens of global health concern. Climate change and urbanization have largely contributed to the dissemination of their mosquito vector and Europe has in recent years been regularly confronted with autochthonous cases. Few vaccines are licensed to prevent flavivirus disease, but the yellow fever 17D (YF17D) vaccine has a unique track record of efficiency and safety. Intriguingly, despite its success, how YF17D induces immunity remains poorly understood. The YELLOW4FLAVI consortium aims to fill the gaps in our understanding of the mechanism of action of this vaccine by linking the structure of the viral particle to the resulting host immune response, in order to learn about optimal vaccine design for flaviviruses in general. Since social acceptance of vaccines is critical for their success, we will also develop optimal communication methods. This will provide us with the tools to tailor vaccine design not only to achieve optimal immune protection, but also to facilitate actual implementation.We are molecular and structural virologists, cell biologists, immunologists, computational scientists, clinicians, and social scientists assembled in a tight collaborative network. To pursue our goal of obtaining a blueprint for determinants of long-lasting immunity for flavivirus vaccine candidates, we will use cutting-edge technologies like cryo-EM, super resolution microscopy, spatial transcriptomics, high-dimensional spectral flow cytometry, single-cell RNA sequencing, advanced cell engineering, small animal models, and clinical studies. In a unique manner, the consortium thereby follows a thread of events from the early response at the site of vaccine injection to the population perception of vaccination, harnessing an enhanced understanding of one of the most successful vaccines of mankind for the development of novel lines of defense against new and old threats.|10.3030/101137459|Cluster Health
101122329|ICONIC|Smart, Aware, Integrated Wind Farm Control Interacting with Digital Twins (ICONIC)|2023-12-01|2027-11-30|3897447,5|HORIZON.2.5|HORIZON-CL5-2022-D3-03-04|HORIZON-CL5-2022-D3-03|HORIZON-CL5-2022-D3-03|HORIZON-RIA|ICONIC aims to develop innovative physical and digital tools to achieve fundamental breakthroughs for the integrated control of wind farms, considering the whole physical system at farm, turbine, and component levels, in particular the complex aerodynamic interactions among turbines. ICONIC aims to increase farm-wide power production by 15-20% under optimal wind speeds and directions for typical wind farms suffering from wake effects, with a 3%-5% increase in annual energy production (AEP) considering all working conditions over the long term. It targets an LCOE reduction of at least 6% compared with the state-of-the-art control tools deployed in the current wind industry by improving farm-wide AEP and reducing operation & maintenance costs via leveraging the latest AI and digital technologies. Extensive validations for the integrated wind farm control solutions will be conducted via high-fidelity simulation models, experiments at a national-level wind tunnel, historical operational data at BP’s and C-Power’s wind farms, a unique collection of test rigs for critical turbine components at respective companies, and real-world wind farm field tests at C-Power. ICONIC’s integrated wind farm control system will contain (1) novel AI-based wind farm control system to unlock wind farms’ full potential; (2) novel data-enhanced wind turbine controllers to fulfil farm-level commands while balancing power generation and load mitigation; (3) an integration with digital twins (DTs) as extra support to improve control and reduce costs, which contains a first-ever farm-level DT for wind farm flow systems replicating detailed physical flow fields and an innovative turbine-level DT with critical component models for loading and lifetime estimations; (4) extensions of the solutions to future 20MW turbines. ICONIC will establish new knowledge and industrial leadership in key digital, enabling and emerging technologies, and deliver next-generation tools for wind farm operation.|10.3030/101122329|Cluster 5
101183654|RAWCLIC|Future RAW materials demand, supply and sustainability in the face of CLImate Change|2024-12-01|2028-11-30|4998685|HORIZON.2.5|HORIZON-CL5-2024-D1-01-06|HORIZON-CL5-2024-D1-01|HORIZON-CL5-2024-D1-01|HORIZON-RIA|RAWCLIC’s main goal is to develop knowledge on the future raw materials (RMs) demand, supply and associated environmental impacts induced by the twin transition in the EU, and to support fact-based industry- and policy- decision-making enabling this transition. RAWCLIC revolutionizes the development and analysis of likely future scenarios of RMs demand and supply, considering challenges and opportunities as to material substitution, future RMs potential (geological and urban mine) deposits, processing technologies, circular use of materials, geopolitical shifts, and induced environmental impacts. It enables to identify the i) challenges, and associated risks to supply, ii) opportunities, and iii) potential mitigation measures, at technology, sectoral and EU-levels. It improves and expands existing models, and develops new ones, to assess and analyse the future demand (WP2), supply from secondary (WP3) and primary (WP4) sources, and environmental effects (including climate change, waste generation, land and water use, and biodiversity impacts; WP5). The models are applied to a selection of 20 RMs justified in the context of the twin transition, while ensuring replicability for future modelling exercises. Modelling activities are harmonized (WP1), and integrated into pathways and strategies facilitating the twin transition while accounting for crucial risks regarding RMs bottlenecks (WP6). RAWCLIC ultimately develops a coherent roadmap for global decision makers working in research, policy, and industry to achieve the twin transition. Industry stakeholders from across the value chain of the focus RMs are in regular dialogue with the project, in a mutually-beneficial collaboration (WP7). This includes engagement with downstream industries in energy and digital technologies to support their resilience, and with upstream mining and refining stakeholders to support their decarbonisation objectives.|10.3030/101183654|Cluster 5
101180133|SNOWCOP|Unlocking the full potential of Copernicus data and infrastructure to improve meltwater monitoring in the Andes|2024-10-01|2027-09-30|0|HORIZON.2.4|HORIZON-EUSPA-2023-SPACE-01-46|HORIZON-EUSPA-2023-SPACE|HORIZON-EUSPA-2023-SPACE|HORIZON-RIA|The current Copernicus snow water equivalent (SWE) service lacks coverage in mountains and the southern hemisphere. The SNOWCOP addresses this gap by proposing an innovative re-analysis approach that assimilate the data from the Copernicus program into a physically based snow model. SNOWCOP will produce high-resolution maps of SWE and ice melt rates. The maps, which are produced for the last 20+ years over the extra-tropical Andes, will have a spatial resolution of 50 m and a daily temporal resolution. SNOWCOP will leverage on the Copernicus Data Space Ecosystem (CDSE) platform to perform the processing directly where the data is stored. SNOWCOP commits to open science making all results and code available. SNOWCOP will push the use of EGNSS technology to power snow station able to measure simultaneously SWE and liquid water content (LWC).The overall aim of SNOWCOP is to improve the quantification of meltwater from snow and ice in the Andes by unlocking the full potential of EU Copernicus Data and Infrastructure through four specific objectives:-Develop and evaluate new SWE and ice melt reanalysis datasets.-Promote the use of CDSE to foster innovation and excellence in the development of Copernicus solutions.-Raise awareness of Copernicus and EGNSS technologies among water management stakeholders.-Attract investment for developing innovative water management solutions.By achieving these objectives SNOWCOP is expected to open an innovative window for stakeholders, showcasing meltwater resources in the Andes and beyond with unprecedented spatial and temporal detail. By harnessing the power of Copernicus data and infrastructure, and developing innovative processing tools, the project unlocks the accessibility of such information to all the interested users. This empowers stakeholders to make informed decisions about water resource management, open new marketing opportunities for SME and significantly impacting human well-being in mountainous regions.|10.3030/101180133|Other
101135240|JOGATE|JOSEPHSON GATED TRANSISTORS AND ELECTRONICS|2023-12-01|2027-11-30|3998787,25|HORIZON.2.4|HORIZON-CL4-2023-DIGITAL-EMERGING-01-11|HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT|HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT|HORIZON-RIA|Improving the energy efficiency of densely-integrated electronic is an important goal towards the sustainability of modern digitally-connected society, in particular for what concerns high-performance computing datacenters. An important piece of the solution is found in the contacts between metallic leads and the semiconducting channels that constitute the core of transistors, the key active component in integrated circuits. A significant part of increasing the energy efficiency is tied to managing the resistance that appears between metals and semiconductors: the contact resistance. In JOGATE we utilise the unique superconducting properties in hybrid superconductor-semiconductor components to uncover the mechanisms contributing to the contact resistance and thereby improve it. In doing so, not only we contribute to solving a major obstacle for the energy efficiency of established digital electronics, but we obtain the superconducting analogues to the conventional transistors and diodes. These superconducting components are unique in that they enable new avenues for superconducting circuit design, resulting in opportunities in miniaturisation, performance and cost of devices that find application in communication, sensing and detection, signal amplification and routing.In JOGATE we wish to study superconducting transistors and diodes and to upgrade their fabrication processes to be compatible with the methods of large-scale integration, making it possible for Europe to lead their industrial production. In parallel, we contribute to finding ways of improving their performance, to ease practical adoption and impact in areas ranging from cryogenic electronics to demanding environments such as space applications. Finally, to demonstrate the value of the technology and to deliver important outcomes in the short-term, we develop two prototype devices for cryogenic microwave signal management: a radiofrequency switch and an integrated superconducting qubit control chip.|10.3030/101135240|Cluster 4
101137673|TipESM|Exploring Tipping Points and Their Impacts Using Earth System Models|2024-01-01|2027-12-31|0|HORIZON.2.5|HORIZON-CL5-2023-D1-01-02|HORIZON-CL5-2023-D1-01|HORIZON-CL5-2023-D1-01|HORIZON-RIA|TipESM brings together scientists from a range of disciplines to deliver a step change in our understanding of climate tipping points in the Earth system, including their impact on ecosystems and society, combined with a set of early warning indicators and safe future emission pathways that minimise the risk of exceeding such tipping points. TipESM assembles the latest Earth System Models (ESMs), including recent improvements to key processes: ice sheets, vegetation and land use, permafrost, marine and terrestrial biogeochemistry. In cooperation with the WCRP/Future-Earth project TIPMIP, TipESM will organise an international collaboration to design and realise a common ESM experiment protocol that will facilitate analysis of the likelihood of occurrence, and potential reversibility, of tipping elements at different levels and duration of global warming. These experiments, will be combined with more project-specific ESM experiments, designed to investigate interactions and feedbacks across the Earth system. Based on the TipESM experiments, existing simulations and observations, we will investigate tipping points, their driving processes, potential early warning signals and cascading effects across the climate, ecosystems and society. Including the most important components of the Earth system in our ESMs will also allow TipESM to identify potentially unknown tipping elements, their precursors and impacts.TipESM brings together expertise from climate science and climate impacts to investigate both the role of gradual climate change for tipping in individual ecosystems and society, and the impact of crossing specific climate tipping points for society, ecosystems, and biodiversity. Project findings will be synthesised into a tipping points risk register. New knowledge and data from TipESM will be regularly communicated to a broad range of research communities, policymakers and the public, contributing to a prepared and resilient society.|10.3030/101137673|Cluster 5
